Product ID,Product Name,Category,Price,Discount,Tax Rate,Stock Level,Supplier ID,Customer Age Group,Customer Location,Customer Gender,Shipping Cost,Shipping Method,Return Rate,Seasonality,Popularity Index
P2055,Skirt,Apparel,1156.91,5,10,442,S996,35-44,"Phoenix, USA",Male,18.41,Express,19.8,Yes,23
P8921,Gaming Console,Electronics,1666.07,20,5,108,S712,35-44,"Sydney, Australia",Non-Binary,37.74,Overnight,19.71,Yes,44
P7943,Textbooks,Books,346.45,0,12,34,S582,25-34,"Cape Town, South Africa",Female,43.23,Express,3.59,Yes,78
P3520,Headphones,Electronics,1557.98,0,15,224,S569,45-54,"Dubai, UAE",Male,7.05,Express,2.02,No,57
P4245,Cookbooks,Books,640.85,25,10,69,S386,45-54,"London, UK",Male,41.09,Overnight,8.84,Yes,95
P9288,Microwave,Home Appliances,1597.51,0,5,302,S546,18-24,"Paris, France",Non-Binary,43.27,Overnight,12.66,No,55
P9959,Cookbooks,Books,501.54,5,15,43,S707,45-54,"Cape Town, South Africa",Female,29.64,Standard,18.86,Yes,64
P9718,Microwave,Home Appliances,937.17,0,10,104,S906,55+,"Phoenix, USA",Male,13.39,Standard,1.55,Yes,47
P6318,Headphones,Electronics,394.26,0,12,411,S740,55+,"Cape Town, South Africa",Female,32.22,Overnight,4.72,Yes,98
P3517,Laptop,Electronics,512.46,15,12,144,S668,45-54,"Chicago, USA",Non-Binary,27.02,Overnight,3.52,Yes,1
P8420,Microwave,Home Appliances,36.7,20,10,451,S292,25-34,"Tokyo, Japan",Male,13.68,Overnight,8.23,Yes,91
P7901,Formal Shoes,Footwear,1814.89,15,8,378,S225,35-44,"New York, USA",Female,17.8,Standard,15.78,Yes,17
P3531,Textbooks,Books,753.21,25,8,418,S137,55+,"Tokyo, Japan",Female,16.07,Standard,10.42,Yes,29
P6155,Jacket,Apparel,1360.35,15,5,304,S827,35-44,"Paris, France",Male,0.3,Standard,3.47,Yes,58
P3033,Cookbooks,Books,1973.56,0,12,443,S454,35-44,"Dubai, UAE",Non-Binary,44.51,Express,3.08,Yes,72
P5044,Dress,Apparel,702.62,10,8,176,S634,18-24,"Houston, USA",Female,27.27,Overnight,9.52,No,65
P1760,Headphones,Electronics,432.32,10,8,310,S514,18-24,Singapore,Male,16.15,Standard,9.34,No,46
P8923,Jacket,Apparel,1135.37,25,10,184,S983,55+,"Chicago, USA",Non-Binary,14.46,Standard,4.22,Yes,62
P8194,Refrigerator,Home Appliances,398.95,10,12,227,S663,45-54,"Los Angeles, USA",Non-Binary,2.25,Standard,15.68,Yes,23
P6566,Shorts,Apparel,36.24,20,5,147,S513,25-34,"Tokyo, Japan",Female,25.69,Express,2.45,Yes,80
P5993,Gaming Console,Electronics,800.39,15,10,257,S522,25-34,"Houston, USA",Male,41.39,Overnight,5.08,Yes,47
P4520,Textbooks,Books,1477.34,15,5,395,S464,45-54,"London, UK",Male,49.81,Overnight,4.23,Yes,56
P6468,T-shirt,Apparel,1779.5,20,10,289,S763,45-54,"Phoenix, USA",Male,19.76,Overnight,5.17,No,55
P5627,T-shirt,Apparel,1888.04,10,8,432,S784,45-54,"Chicago, USA",Non-Binary,12.73,Express,14.84,Yes,90
P9448,Graphic Novels,Books,1936.92,20,10,197,S810,18-24,"Tokyo, Japan",Male,41.27,Express,15.12,Yes,24
P8019,Dishwasher,Home Appliances,1444.39,5,10,456,S131,55+,"Sydney, Australia",Female,44.15,Express,16.99,Yes,47
P8031,Slippers,Footwear,438.24,0,12,388,S340,18-24,"Sydney, Australia",Female,9.81,Standard,8.68,No,85
P8506,Jeans,Apparel,41.53,10,8,270,S833,18-24,"Phoenix, USA",Female,16.49,Standard,1.64,Yes,28
P8246,Formal Shoes,Footwear,918.63,0,5,46,S200,55+,"Phoenix, USA",Male,33.79,Standard,7.37,No,100
P8927,Vacuum Cleaner,Home Appliances,526.7,10,8,22,S670,45-54,"Paris, France",Non-Binary,46.31,Express,9.91,Yes,35
P8863,Smartphone,Electronics,1848.8,25,5,416,S877,55+,"London, UK",Non-Binary,0.03,Overnight,15.86,No,90
P2917,Shirt,Apparel,392.51,5,12,369,S202,55+,"Houston, USA",Male,17.06,Overnight,15.16,Yes,96
P1227,Microwave,Home Appliances,225.82,0,8,26,S862,25-34,"Houston, USA",Female,10.04,Standard,3.96,No,71
P5225,Hiking Shoes,Footwear,178.18,0,5,135,S537,45-54,"Toronto, Canada",Male,17.23,Standard,2.62,No,83
P9970,Fiction,Books,559.07,0,10,212,S983,35-44,Singapore,Non-Binary,32.12,Standard,13.1,Yes,70
P1183,Washing Machine,Home Appliances,1432.58,0,5,70,S160,55+,"Phoenix, USA",Male,19.29,Overnight,13.68,No,65
P4714,Washing Machine,Home Appliances,930.93,5,12,119,S300,55+,"Dubai, UAE",Male,1.56,Overnight,19.27,No,14
P2296,Shirt,Apparel,1517.72,5,15,59,S619,25-34,"Paris, France",Non-Binary,21.11,Overnight,18.46,Yes,6
P7598,Magazines,Books,1159.06,25,15,27,S493,18-24,"Cape Town, South Africa",Non-Binary,28.61,Express,7.11,Yes,2
P3083,Vacuum Cleaner,Home Appliances,484.88,0,8,237,S470,25-34,"Chicago, USA",Non-Binary,35.56,Overnight,19.82,No,26
P7773,Speaker,Electronics,452.62,0,10,386,S588,35-44,"London, UK",Female,45.63,Standard,17.65,Yes,18
P6545,Camera,Electronics,1415.04,15,5,308,S144,25-34,"Cape Town, South Africa",Female,47,Express,2.94,Yes,40
P9869,Cookbooks,Books,1467.2,5,15,500,S421,25-34,"London, UK",Male,29.72,Overnight,16.86,Yes,12
P7042,Tablet,Electronics,1063.03,15,8,299,S538,18-24,"Cape Town, South Africa",Non-Binary,28.37,Overnight,6.92,No,19
P1838,Non-Fiction,Books,291.23,25,15,37,S643,35-44,"Cape Town, South Africa",Non-Binary,13.16,Express,16.35,No,92
P8778,Air Conditioner,Home Appliances,1350.41,25,10,414,S896,55+,"Sydney, Australia",Female,20.06,Overnight,7.93,Yes,55
P4777,Washing Machine,Home Appliances,69.84,0,5,365,S735,18-24,"Mumbai, India",Male,20.76,Express,1.93,No,22
P7607,Monitor,Electronics,1768.91,10,10,485,S241,35-44,"Toronto, Canada",Female,9.53,Standard,6.83,No,17
P7372,Hiking Shoes,Footwear,425.85,10,8,476,S668,18-24,"Los Angeles, USA",Non-Binary,0.01,Express,1.23,No,99
P5921,Blender,Home Appliances,1951.37,25,10,338,S584,35-44,"Paris, France",Female,6.91,Standard,8.74,No,67
P7780,Magazines,Books,1643.1,15,15,11,S650,55+,"Phoenix, USA",Non-Binary,39.16,Standard,19.69,Yes,7
P4023,Graphic Novels,Books,783.36,10,12,79,S881,55+,"Tokyo, Japan",Female,34.4,Overnight,3.86,No,4
P2379,Running Shoes,Footwear,1571.56,20,15,56,S424,55+,Singapore,Non-Binary,0.1,Express,15.05,Yes,14
P1227,Slippers,Footwear,544.95,15,5,149,S349,25-34,"Houston, USA",Female,48.46,Standard,17.81,No,40
P3269,Jeans,Apparel,389.65,5,5,468,S509,25-34,"Berlin, Germany",Male,23.45,Overnight,14.82,No,84
P3492,Jacket,Apparel,417.92,20,8,338,S430,55+,"Toronto, Canada",Male,37.37,Standard,5.98,No,86
P2159,Magazines,Books,1947.25,15,10,496,S271,55+,"Mumbai, India",Female,14.25,Overnight,12.96,Yes,55
P5418,Magazines,Books,1757.88,20,10,341,S320,55+,"Sydney, Australia",Female,38.72,Overnight,9.46,No,56
P7934,Jacket,Apparel,1200.28,5,12,374,S688,35-44,Singapore,Male,6.9,Standard,12.34,No,92
P6106,Heels,Footwear,198.74,25,8,343,S222,55+,"Tokyo, Japan",Male,20.45,Express,12.71,No,13
P6123,Dishwasher,Home Appliances,220.61,0,12,81,S523,35-44,"Cape Town, South Africa",Female,11.38,Express,6.98,No,92
P8911,Dress,Apparel,255.3,20,15,309,S438,35-44,"Toronto, Canada",Female,25.04,Express,2,Yes,27
P1477,Air Conditioner,Home Appliances,595.76,25,15,255,S928,55+,"Houston, USA",Female,36.46,Overnight,18.1,Yes,43
P9476,Hiking Shoes,Footwear,609.06,25,10,369,S315,18-24,"Chicago, USA",Male,47.92,Overnight,8.39,No,82
P3460,Sweater,Apparel,1627.01,15,15,301,S629,55+,"Dubai, UAE",Male,31.79,Standard,10.51,Yes,64
P1150,Sweater,Apparel,185.92,15,5,440,S751,18-24,"London, UK",Non-Binary,16.91,Overnight,3.97,Yes,29
P5165,Biographies,Books,963.54,20,12,333,S231,18-24,"Paris, France",Male,32.22,Overnight,4.98,Yes,98
P3647,Speaker,Electronics,1281.89,20,10,403,S460,55+,"Houston, USA",Non-Binary,19.91,Standard,18.82,Yes,94
P7604,Jeans,Apparel,1571.41,5,15,148,S621,25-34,"Tokyo, Japan",Female,11.47,Express,7.11,No,78
P9916,Comics,Books,600.54,15,10,359,S584,35-44,"Berlin, Germany",Female,30.05,Standard,4,No,42
P1877,Fiction,Books,418.04,5,12,32,S799,35-44,"Houston, USA",Non-Binary,39.35,Standard,13.17,Yes,99
P2181,Smartphone,Electronics,1694.45,10,8,313,S505,45-54,Singapore,Non-Binary,17.17,Overnight,14.14,No,69
P5555,Gaming Console,Electronics,1871.4,15,5,229,S634,35-44,"Toronto, Canada",Non-Binary,17.71,Overnight,16.63,Yes,4
P9164,Sweater,Apparel,1418.43,5,15,182,S271,18-24,"Toronto, Canada",Non-Binary,39.54,Overnight,18.14,Yes,11
P7641,Magazines,Books,94.95,5,12,125,S169,55+,"London, UK",Non-Binary,37.99,Standard,15.4,No,12
P5833,Hiking Shoes,Footwear,1594.05,15,10,140,S952,25-34,"Mumbai, India",Non-Binary,4.91,Standard,7.57,No,94
P9030,Smartwatch,Electronics,112.22,25,8,317,S699,55+,"Toronto, Canada",Female,22.46,Standard,8.74,Yes,41
P8459,Speaker,Electronics,1749.82,0,8,381,S203,45-54,"New York, USA",Non-Binary,16.11,Express,1.42,Yes,54
P5303,Socks,Apparel,1017.53,5,12,195,S155,25-34,"London, UK",Male,43.76,Overnight,5.03,No,36
P2043,Jacket,Apparel,1450.97,5,10,494,S487,55+,"Mumbai, India",Non-Binary,5.23,Overnight,8.17,No,5
P1430,Skirt,Apparel,61.76,10,5,304,S455,45-54,"Phoenix, USA",Male,38.82,Overnight,12.04,Yes,80
P7435,Boots,Footwear,714.1,5,15,25,S907,55+,"New York, USA",Female,16.66,Standard,3.56,Yes,25
P4682,Magazines,Books,1713.43,20,5,415,S360,25-34,"Sydney, Australia",Female,9.56,Standard,5.44,Yes,88
P1989,Refrigerator,Home Appliances,1502.5,25,8,313,S322,25-34,"Los Angeles, USA",Male,18.72,Standard,14.04,Yes,78
P2244,Speaker,Electronics,1061.93,5,15,294,S590,25-34,"Los Angeles, USA",Female,10.58,Standard,8.72,No,2
P9912,Heels,Footwear,1238.45,25,8,220,S339,18-24,"Berlin, Germany",Male,41.48,Express,7.43,Yes,68
P1117,Gaming Console,Electronics,121,0,5,79,S454,55+,"Toronto, Canada",Male,0.45,Overnight,19.07,Yes,69
P2156,Boots,Footwear,1648.31,5,15,248,S923,18-24,"Phoenix, USA",Female,14.62,Standard,8.56,No,33
P9043,Laptop,Electronics,352.14,10,5,407,S464,35-44,"Houston, USA",Non-Binary,21.75,Overnight,6.63,Yes,51
P5143,Refrigerator,Home Appliances,739.84,20,8,123,S372,55+,"London, UK",Non-Binary,44.63,Express,8.36,Yes,53
P5631,Jacket,Apparel,383.54,25,10,433,S621,55+,"Berlin, Germany",Female,38.86,Express,10.39,No,75
P5876,Formal Shoes,Footwear,970.85,20,15,107,S532,45-54,"Sydney, Australia",Female,30.72,Standard,18.23,Yes,23
P4480,Magazines,Books,1332.91,15,15,347,S563,18-24,"Tokyo, Japan",Non-Binary,2.86,Standard,15.73,No,18
P1615,Sneakers,Footwear,1406.21,10,12,288,S674,45-54,Singapore,Female,17.7,Express,18.68,No,14
P7741,Cookbooks,Books,562.5,20,12,0,S750,55+,"London, UK",Non-Binary,37.84,Standard,3.07,No,19
P6520,Refrigerator,Home Appliances,1784.13,25,10,76,S295,35-44,"New York, USA",Non-Binary,9.83,Standard,5.04,No,9
P3409,Smartphone,Electronics,1049.46,10,15,305,S170,35-44,"Phoenix, USA",Non-Binary,45.67,Overnight,18.61,Yes,97
P8030,Boots,Footwear,1791.62,0,10,453,S364,35-44,"Toronto, Canada",Female,30.82,Standard,8.59,Yes,32
P7646,Slippers,Footwear,147.72,10,8,76,S331,25-34,"Paris, France",Non-Binary,38.44,Express,16.81,Yes,67
P8162,Skirt,Apparel,1883.93,0,12,182,S937,25-34,"Paris, France",Female,33.71,Express,5.78,Yes,18
P4302,Biographies,Books,318.96,0,8,429,S690,18-24,"Paris, France",Male,11.27,Standard,1.09,No,54
P7692,Microwave,Home Appliances,1699.12,10,10,38,S968,45-54,"Berlin, Germany",Male,10.49,Standard,13.88,No,77
P3623,Socks,Apparel,1279.1,10,10,10,S189,25-34,"Chicago, USA",Female,35.99,Overnight,1.46,Yes,46
P3094,Sweater,Apparel,1879.33,0,10,90,S695,45-54,"Toronto, Canada",Male,0.2,Express,2.13,No,3
P9881,Dishwasher,Home Appliances,620.78,25,5,233,S501,55+,"Phoenix, USA",Male,4.27,Overnight,10.73,Yes,15
P9277,Monitor,Electronics,435.98,10,12,409,S557,45-54,"Mumbai, India",Male,30.48,Express,12.18,Yes,8
P1652,Comics,Books,1094.35,0,10,126,S265,25-34,"Dubai, UAE",Male,15.69,Express,11.23,No,30
P1630,Comics,Books,1038.83,20,12,155,S568,45-54,"Dubai, UAE",Female,46.74,Overnight,11.16,No,86
P7059,Tablet,Electronics,172.37,25,12,239,S140,45-54,"Houston, USA",Female,17.06,Standard,11.11,No,43
